state,route,link,busname,bustype,departing_time,duration,reaching_time,price,star_rating,seats_available
UPSRTC,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Chandani Travels,A/C Seater / Sleeper (2+2),22:50,06h 40m,05:30,899,3.2,17 Seats available
UPSRTC,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Shree Raj Akanshi travels,A/C Seater / Sleeper (2+1),23:55,05h 45m,05:40,1199,3.0,20 Seats available
UPSRTC,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,SHRINET TOUR AND TRAVELS,A/C Seater (2+2),13:20,04h 30m,17:50,600,2.2,9 Seats available
UPSRTC,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),23:55,04h 35m,04:30,1355,2.1,11 Seats available
UPSRTC,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,SHRINET TOUR AND TRAVELS,A/C Seater (2+2),12:40,05h 10m,17:50,600,2.5,16 Seats available
UPSRTC,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),21:30,06h 00m,03:30,900,2.0,25 Seats available
UPSRTC,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Bhumi Travels,A/C Seater / Sleeper (2+2),23:25,05h 15m,04:40,3099,2.2,38 Seats available
UPSRTC,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:00,04h 36m,01:36,1499,1.0,22 Seats available
UPSRTC,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Kusum Travels and Logistics,NON A/C Sleeper (2+1),23:55,06h 30m,06:25,2000,1.4,36 Seats available
UPSRTC,Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),22:15,05h 45m,04:00,1199,2.1,28 Seats available
UPSRTC,Bareilly to Dehradun,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,UPSRTC - RKD0039,Janrath AC Seater 2+2,21:00,08h 00m,05:00,814,3.8,36 Seats available
UPSRTC,Bareilly to Dehradun,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,UPSRTC - SJP0656,Ordinary Non AC Seater 2+3,21:01,08h 49m,05:50,521,3.3,52 Seats available
UPSRTC,Bareilly to Dehradun,https://www.redbus.in/bus-tickets/bareilly-to-dehradun,UPSRTC - VKS0001,Janrath AC Seater 2+2,22:05,07h 10m,05:15,830,3.4,29 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - SRG0227,Ordinary Non AC Seater 2+3,19:14,07h 26m,02:40,514,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - RPD0020,Ordinary Non AC Seater 2+3,19:35,10h 55m,06:30,482,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0434,Ordinary Non AC Seater 2+3,20:19,07h 09m,03:28,529,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0049,Ordinary Non AC Seater 2+3,20:30,07h 30m,04:00,529,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0077,Ordinary Non AC Seater 2+3,21:01,07h 30m,04:31,500,3.3,51 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - BLP0012,Ordinary Non AC Seater 2+3,21:05,07h 35m,04:40,493,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0372,Ordinary Non AC Seater 2+3,21:27,07h 59m,05:26,529,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0293,Ordinary Non AC Seater 2+3,22:01,07h 34m,05:35,529,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - GND0078,Ordinary Non AC Seater 2+3,22:22,08h 38m,07:00,493,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - GND0080,Ordinary Non AC Seater 2+3,22:32,08h 58m,07:30,496,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - PLB0002,Shatabdi AC Seater 2+2,23:00,07h 00m,06:00,708,4.2,35 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - STD0080,Ordinary Non AC Seater 2+3,23:23,08h 37m,08:00,514,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,UPSRTC - BLP0013,Ordinary Non AC Seater 2+3,23:35,06h 25m,06:00,493,3.3,52 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira Transport,A/C Seater / Sleeper (2+1),22:40,06h 20m,05:00,675,3.4,18 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Rahul Travels,AshokLeyland Stile A/C,21:45,07h 15m,05:00,699,3.7,25 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Rahul Travels,AshokLeyland Stile A/C,21:00,07h 00m,04:00,699,2.8,30 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira TPT,AC Sleeper (2+1),21:30,07h 30m,05:00,900,4.4,25 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira TPT,A/C Seater / Sleeper (2+2),22:00,07h 15m,05:15,550,3.3,33 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira Transport,A/C Seater / Sleeper (2+2),21:20,08h 40m,06:00,500,2.4,21 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira Transport,A/C Seater / Sleeper (2+2),22:50,08h 00m,06:50,675,2.1,20 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,New Khaira TPT,A/C Seater / Sleeper (2+2),20:50,06h 40m,03:30,700,1.3,25 Seats available
UPSRTC,Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Jaiswal Holidays,A/C Sleeper (2+1),20:55,07h 35m,04:30,1000,1.0,4 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - STD0361,Ordinary Non AC Seater 2+3,14:32,05h 27m,19:59,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - STD0360,Ordinary Non AC Seater 2+3,14:37,11h 53m,02:30,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - STD0304,Ordinary Non AC Seater 2+3,14:42,05h 35m,20:17,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - BLY0122,Janrath AC Seater 2+2,15:01,05h 29m,20:30,570,1.7,36 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - STD0374,Ordinary Non AC Seater 2+3,15:13,06h 52m,22:05,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - STD0071,Janrath AC Seater 2+2,15:26,06h 02m,21:28,570,3.3,35 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - GRH0024,Ordinary Non AC Seater 2+3,18:15,06h 15m,00:30,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - SRG0232,Ordinary Non AC Seater 2+3,19:26,05h 34m,01:00,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - BRT0061,Ordinary Non AC Seater 2+3,19:50,05h 40m,01:30,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - BLY0114,Janrath AC Seater 2+2,20:01,05h 29m,01:30,570,4.2,36 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - AWD0350,Shatabdi AC Seater 2+2,20:10,03h 49m,23:59,570,3.3,37 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - GND0105,Ordinary Non AC Seater 2+3,20:50,05h 10m,02:00,405,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - BRT0062,Ordinary Non AC Seater 2+3,20:50,05h 45m,02:35,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - MZF0066,Janrath AC Seater 2+2,21:00,05h 40m,02:40,570,3.3,35 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - BLY0649,Janrath AC Seater 2+3,21:05,05h 15m,02:20,493,3.3,48 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - PNG0065,Rajdhani Non AC Seater 2+3,21:10,05h 21m,02:31,390,3.3,51 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - SRG0032,Ordinary Non AC Seater 2+3,21:26,05h 34m,03:00,390,3.3,47 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - SRD1030,Janrath AC Seater 2+3,21:45,05h 55m,03:40,493,3.3,48 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - RKD0033,Janrath AC Seater 2+2,22:00,05h 30m,03:30,570,3.2,36 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - SRG0007,Janrath AC Seater 2+2,22:32,06h 28m,05:00,570,3.3,36 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - MRD1197,Janrath AC Seater 2+2,22:45,06h 15m,05:00,570,3.3,36 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - MRD0006,Janrath AC Seater 2+2,22:45,06h 15m,05:00,570,3.3,36 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - SRG0229,Ordinary Non AC Seater 2+3,22:45,05h 57m,04:42,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - SRG0188,Ordinary Non AC Seater 2+3,23:26,05h 34m,05:00,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - GRH0125,Ordinary Non AC Seater 2+3,23:35,06h 55m,06:30,390,3.3,52 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - KSB0892,Shatabdi AC Seater 2+2,23:45,05h 45m,05:30,570,3.3,37 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,UPSRTC - MZF0111,Janrath AC Seater 2+2,23:59,05h 21m,05:20,570,3.3,36 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,PTC-SKYBUS,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05h 20m,05:15,600,4.6,20 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:10,06h 05m,05:15,399,3.1,17 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),23:10,04h 50m,04:00,1299,3.3,25 Seats available
UPSRTC,Bareilly to Lucknow,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),23:40,05h 15m,04:55,799,3.7,4 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,UPSRTC - VKS0124,Janrath AC Seater 2+3,14:00,05h 45m,19:45,477,3.3,48 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,UPSRTC - JHD0048,Janrath AC Seater 2+3,14:41,05h 34m,20:15,477,3.3,48 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,UPSRTC - JHD0050,Janrath AC Seater 2+3,15:42,05h 33m,21:15,477,3.3,47 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,UPSRTC - FZG0004,Ordinary Non AC Seater 2+3,16:00,05h 30m,21:30,381,3.3,52 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,UPSRTC - JHD0040,Janrath AC Seater 2+3,17:00,05h 45m,22:45,477,3.3,48 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,UPSRTC - JHD0044,Janrath AC Seater 2+3,18:30,05h 00m,23:30,477,3.3,48 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,UPSRTC - JHD0027,Ordinary Non AC Seater 2+3,20:30,05h 45m,02:15,381,3.3,52 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,UPSRTC - JHD0029,Ordinary Non AC Seater 2+3,21:30,05h 30m,03:00,381,3.3,52 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,UPSRTC - JHD0032,Ordinary Non AC Seater 2+3,23:30,05h 15m,04:45,381,3.3,50 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),23:45,05h 00m,04:45,1099,4.0,3 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),23:59,04h 15m,04:14,899,3.6,1 Seat available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,05h 00m,02:30,799,2.4,25 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Kamla Travels,Non A/C Seater / Sleeper (2+1),23:55,05h 05m,05:00,900,1.0,1 Seat available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,03h 45m,03:15,3499,3.5,1 Seat available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Kamla Travels,A/C Sleeper (2+1),23:55,05h 05m,05:00,1800,5.0,6 Seats available
UPSRTC,Jhansi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/jhansi-to-kanpur,Navrang Travels,A/C Seater / Sleeper (2+1),22:00,06h 00m,04:00,2138,2.3,9 Seats available
UPSRTC,Dehradun to Bareilly,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,UPSRTC - VKS0045,Janrath AC Seater 2+2,14:29,09h 46m,00:15,838,1.4,33 Seats available
UPSRTC,Dehradun to Bareilly,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,UPSRTC - SJP0657,Ordinary Non AC Seater 2+3,14:30,08h 20m,22:50,521,3.3,52 Seats available
UPSRTC,Dehradun to Bareilly,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,UPSRTC - CBG0093,Pink Express AC Seater 2+2,19:16,07h 29m,02:45,840,2.6,33 Seats available
UPSRTC,Dehradun to Bareilly,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,UPSRTC - RKD0057,Ordinary Non AC Seater 2+3,19:31,07h 29m,03:00,517,3.1,52 Seats available
UPSRTC,Dehradun to Bareilly,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,UPSRTC - RKD0135,Janrath AC Seater 2+3,22:31,07h 30m,06:01,652,2.3,46 Seats available
UPSRTC,Dehradun to Bareilly,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),15:30,07h 40m,23:10,1399,2.9,20 Seats available
UPSRTC,Dehradun to Bareilly,https://www.redbus.in/bus-tickets/dehradun-to-bareilly,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,10h 00m,03:00,599,3.6,10 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - GND0002,Janrath AC Seater 2+2,14:00,02h 45m,16:45,272,3.3,26 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - GND0012,Ordinary Non AC Seater 2+3,14:00,03h 15m,17:15,180,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BRH0016,Ordinary Non AC Seater 2+3,14:00,02h 30m,16:30,150,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - MHB0047,Ordinary Non AC Seater 2+3,14:15,01h 50m,16:05,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - GND0045,Ordinary Non AC Seater 2+3,14:30,02h 30m,17:00,180,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BTR0029,Ordinary Non AC Seater 2+3,14:30,00h 58m,15:28,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - AYD0041,Ordinary Non AC Seater 2+3,15:00,03h 00m,18:00,181,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - RAT0029,Ordinary Non AC Seater 2+3,15:00,02h 20m,17:20,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - FZG0018,Ordinary Non AC Seater 2+3,15:00,02h 30m,17:30,146,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - ETH0035,Ordinary Non AC Seater 2+3,15:05,02h 40m,17:45,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - MHB0049,Ordinary Non AC Seater 2+3,15:15,02h 20m,17:35,146,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - JHD0020,Ordinary Non AC Seater 2+3,15:30,02h 30m,18:00,146,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - HMR0035,Ordinary Non AC Seater 2+3,15:37,03h 03m,18:40,146,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - MHB0051,Ordinary Non AC Seater 2+3,15:45,02h 09m,17:54,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - GZP0018,Ordinary Non AC Seater 2+3,15:45,03h 00m,18:45,138,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BUI0006,Ordinary Non AC Seater 2+3,16:00,01h 00m,17:00,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - HDD0594,Ordinary Non AC Seater 2+3,16:27,03h 33m,20:00,150,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - MHB0058,Ordinary Non AC Seater 2+3,16:30,02h 20m,18:50,146,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - HDD0061,Rajdhani Non AC Seater 2+3,16:30,03h 33m,20:03,150,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BLP0039,Ordinary Non AC Seater 2+3,16:30,03h 00m,19:30,150,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - JHD0023,Ordinary Non AC Seater 2+3,16:45,02h 15m,19:00,146,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BUI0010,Ordinary Non AC Seater 2+3,16:45,03h 15m,20:00,180,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - JHD0025,Ordinary Non AC Seater 2+3,17:15,02h 15m,19:30,146,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - MHB0247,Ordinary Non AC Seater 2+3,17:24,02h 22m,19:46,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BLP0096,Ordinary Non AC Seater 2+3,17:30,02h 30m,20:00,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - MHB0131,Ordinary Non AC Seater 2+3,17:38,01h 52m,19:30,146,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - ORI0074,Ordinary Non AC Seater 2+3,18:00,02h 00m,20:00,146,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BUI0013,Ordinary Non AC Seater 2+3,18:30,03h 00m,21:30,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BRH0018,Ordinary Non AC Seater 2+3,19:00,02h 10m,21:10,150,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BLP0100,Ordinary Non AC Seater 2+3,19:00,01h 55m,20:55,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BUI0004,Ordinary Non AC Seater 2+3,19:30,01h 30m,21:00,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BRH0022,Ordinary Non AC Seater 2+3,19:30,02h 10m,21:40,150,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BLP0092,Ordinary Non AC Seater 2+3,20:00,02h 45m,22:45,167,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - MHB0007,Janrath AC Seater 2+2,20:30,01h 42m,22:12,216,1.2,36 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BLP0089,Ordinary Non AC Seater 2+3,20:30,03h 15m,23:45,167,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - BRH0039,Ordinary Non AC Seater 2+3,21:00,02h 20m,23:20,167,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - AYD0060,Ordinary Non AC Seater 2+3,21:00,02h 00m,23:00,142,3.3,52 Seats available
UPSRTC,Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow,UPSRTC - AKP0218,Ordinary Non AC Seater 2+3,21:02,02h 33m,23:35,180,3.3,52 Seats available
